station_id,station_name,province,district,rain_total,status,timestamp,data_time
Tri Tôn,Tri Tôn,An_Giang,xã Hòn Đất,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Mỹ Hội Đông,Mỹ Hội Đông,An_Giang,xã Nhơn Mỹ,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
An Hảo,An Hảo,An_Giang,xã Núi Cấm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Hội An,Hội An,An_Giang,xã Hội An,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Hồ Ô Thum,Hồ Ô Thum,An_Giang,xã Ô Lâm,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Hồ Núi Dài 2,Hồ Núi Dài 2,An_Giang,xã Ba Chúc,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Cô Tô,Cô Tô,An_Giang,xã Cô Tô,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Vĩnh Điền,Vĩnh Điền,An_Giang,xã An Biên,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Thới Sơn,Thới Sơn,An_Giang,phường Thới Sơn,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
Tấn Mỹ,Tấn Mỹ,An_Giang,xã Cù Lao Giêng,0.0,Không mưa,19/03/2026 19:00,19/03/2026 22:45:19
